full_text,Sentiment
"['negara', 'raja', 'waris', 'anak', 'cucunyalawan', 'politik', 'dinasti', 'kkn', 'nepotisme', 'keluarga']",Neutral
"['partai', 'corong', 'utama', 'sistem', 'politik', 'tisik']",Positive
"['arti', 'survey', 'orang', 'cerdas', 'paham']",Negative
"['rempang', 'kosong', 'pindah', 'ubah', 'penyesuan', 'mudik', 'pulang', 'kampung', 'dungu', 'paham', 'dinasti', 'politik', 'abdi', 'banjingan']",Positive
"['media', 'sorot', 'dinasti', 'politik', 'lho', 'arti', 'wajar']",Neutral
"['dinasti', 'politik', 'dlm', 'sist', 'demokrasi']",Neutral
"['negara', 'raja', 'waris', 'anak', 'cucunyalawan', 'politik', 'dinasti', 'kkn', 'nepotisme', 'jokowi', 'keluarga']",Neutral
"['elektabilitas', 'urut']",Neutral
"['waketum', 'dpp', 'partai', 'golkar', 'nurul', 'arifin', 'dinasti', 'politik', 'haram', 'milik', 'kapasitas', 'kapabilitas']",Positive
"['negara', 'raja', 'waris', 'anak', 'cucunyalawan', 'politik', 'dinasti', 'kkn', 'nepotisme', 'jokowi', 'keluarga']",Neutral
"['heleh', 'politik', 'dinastimamah', 'ktua']",Negative
"['negara', 'raja', 'waris', 'anak', 'cucunyalawan', 'politik', 'dinasti', 'kkn', 'nepotisme', 'jokowi', 'keluarga']",Neutral
"['mw', 'paslon', 'acak', 'sistem', 'ngga', 'mw', 'paslom', 'hidup', 'praktik', 'dinasti', 'politik', 'tingkat', 'pusat', 'gpp', 'pks']",Positive
"['rakyat', 'indonesia', 'pintar', 'survey', 'lampir', 'refleksi', 'pokok', 'politik', 'dinasti', 'gibran', 'anak', 'pakde', 'jokowi', 'maju', 'cawapres']",Positive
"['ce', 'iya', 'gitu', 'deh', 'trus', 'politik', 'bawanawa', 'politik', 'dinasti']",Positive
"['mujani', 'politik', 'dinasti', 'plus', 'bodoh', 'masyarakat', 'politik', 'floating', 'mass', 'manfaat', 'raih', 'kuasa', 'ajar', 'politik', 'demikrasi']",Positive
"['ngga', 'tata', 'isu', 'keluarga', 'beda', 'kartu', 'keluarga', 'kk', 'milih', 'rakyat', 'lihat', 'alami', 'ngaturcawe', 'lugu', 'bin', 'dungu', 'orang', 'dukung', 'alas', 'ttg', 'politik', 'dinasti', 'mukenye', 'ndeso']",Positive
"['salah', 'salah', 'dinasti', 'negara', 'demokrasi', 'langsung', 'pilih', 'rakyat', 'rakyat', 'suka', 'pilih', 'elit', 'politik', 'suka', 'pilih']",Positive
"['tweet', 'dinasti', 'politik', 'rakyat', 'pegang', 'kuasa', 'pilih']",Neutral
"['salud', 'dukung', 'parpol', 'tweet', 'koalisi', 'parpol']",Positive
"['kek', 'politik', 'dinasti', 'gibran', 'bobby', 'nyalonin', 'walikota', 'anwar', 'usman', 'sah', 'suami', 'adik', 'jokowi', 'bela', 'presiden', 'pilih', 'mu', 'jokowi']",Neutral
"['politik', 'dinasti', 'definisi']",Neutral
"['politik', 'dinasti', 'rakyat', 'pilih']",Neutral
['laksono'],Neutral
"['militan', 'sembah', 'owi', 'dadak', 'sadar', 'spesies', 'ngatain', 'plonga', 'plongo']",Positive
"['solihin', 'mujani', 'brti', 'politik', 'dinasti', 'tp', 'rubah', 'atur']",Neutral
"['dinas', 'bahaya', 'dinas', 'kalimantan', 'truss', 'dinasti', 'politik']",Negative
"['politik', 'dinasti']",Neutral
"['dinasti', 'politik', 'milih', 'rakyat', 'elit', 'politik', 'menyalahgunakan', 'kuasa']",Positive
"['yaudah', 'politik', 'dinasti']",Positive
"['politik', 'dinasti', 'bang', 'politik', 'harap', 'ketua', 'partai', 'partai', 'rela', 'antri', 'dibelakng', 'gibran', 'tangan', 'lekat', 'pusar', 'nunggu', 'jata', 'menteri', 'kasi', 'liat', 'partai', 'relah', 'tukar', 'partai', 'jabat']",Positive
"['frutank', 'tulis', 'politik', 'dinasti', 'dinasti', 'politik', 'coba', 'ajar', 'beda']",Neutral
"['dinasti', 'politik', 'pimpin', 'pilih', 'rakyat']",Neutral
"['bentuk', 'pilih', 'pilih', 'rakyat', 'nama', 'dinasti', 'politik', 'rakyat']",Neutral
"['megachan', 'dinasti', 'politik', 'karno', 'puan', 'kemarin', 'generasi']",Neutral
"['biarin', 'bang']",Negative
"['masyarakat', 'bicara']",Neutral
"['marufamin', 'tweet', 'hasan', 'mohon', 'maaf', 'jokowi']",Negative
"['mujani', 'abuse', 'of', 'power', 'abuse', 'of', 'power']",Negative
"['dinasti', 'politik', 'pilitik', 'dinasti']",Positive
"['tweet', 'negara', 'demokrasi', 'istilah', 'politik', 'dinasti', 'pilih', 'rakyat', 'indonesia']",Negative
"['utami', 'duhh', 'sedih', 'lihat']",Negative
['fulltext'],Neutral
"['politik', 'dinasti', 'partai', 'timbang', 'politik', 'pragmatis', 'bodo', 'kader', 'masyarakat', 'pilih']",Positive
"['gelora', 'bahas', 'neng', 'itung', 'promo', 'partai', 'gratis', 'psi', 'cari', 'muka', 'dukung', 'gibran']",Positive
"['politik', 'dinasti', 'gin', 'nda', 'uu', 'larang', 'sah', 'proses', 'nda', 'ideal', 'ngekik', 'kader', 'partai', 'bodo', 'calon', 'gagas', 'bagus', 'partai', 'nda', 'solutif', 'gibran', 'gagasa']",Positive
"['tenggelam', 'demokrat', 'pbb', 'praktik', 'politik', 'dinasti', 'selamat', 'bodo']",Negative
"['gue', 'bodo', 'sebenernya', 'komen', 'kasi', 'rakyat', 'politik', 'dinasti', 'kesel']",Negative
"['bodo', 'politik', 'dinasti']",Neutral
"['gue', 'ngga', 'peduli', 'bijak', 'metro']",Negative
"['bodo', 'ngga', 'politik', 'hahaha', 'jaman', 'raja', 'dinasti', 'politik', 'ngga', 'kelar', 'mendi']",Negative
"['apalgbundaputri', 'bodo', 'bosen', 'berita', 'sby', 'tv', 'istana', 'dinasti', 'politik', 'sby']",Negative
"['bodo', 'bosen', 'berita', 'sby', 'tv', 'istana', 'dinasti', 'politik', 'sby']",Neutral
"['dinasti', 'mesti', 'mati', 'bodo', 'ngomong', 'bicara', 'politik', 'dinasti']",Negative
['fulltext'],Neutral
"['kaya', 'ngga', 'ngaruh', 'orang', 'udah', 'ketua', 'mk', 'ipar', 'jokowi', 'gibran', 'cawapres']",Positive
"['dinasti', 'dinasti', 'sila', 'milih', 'rakyat', 'pakai', 'acara', 'mengoprek', 'uu']",Positive
"['ekopri', 'parpolnya', 'dinasti', 'politik', 'takut', 'kecuali', 'parpolnya', 'juang', 'rakyat', 'gin']",Positive
"['radikal', 'tp', 'ngga', 'peduli', 'sm', 'dinasti', 'politik']",Negative
"['nurfatoni', 'tweet', 'ngga', 'peduli', 'politik', 'dinasti', 'uang', 'knp', 'ngga', 'bang', 'jdi', 'orang', 'kaya', 'ngga', 'iri', 'trosssss']",Positive
"['butuh', 'berani', 'istana', 'boneka', 'ngga', 'peduli', 'politik', 'dinasti']",Positive
"['orang', 'awam', 'ku', 'ngga', 'peduli', 'dinasti', 'politik', 'selagi', 'bener', 'kerja']",Negative
"['isu', 'mk', 'conflict', 'of', 'interest']",Positive
"['main', 'hp', 'main', 'sosmed', 'dinasti', 'politik']",Positive
['korupsi'],Neutral
"['adityanira', 'tweet', 'ngga', 'ngga', 'peduli', 'main', 'dinasti', 'politik', 'hancur', 'dinasti']",Negative
"['hahaha', 'tarik', 'gibran', 'politik', 'dinasti', 'menang', 'lancar', 'dukung', 'kepala', 'daerah']",Positive
"['bimo', 'pribadi', 'peduli', 'politik', 'dinasti']",Negative
"['main', 'politik', 'jokowi', 'gokil']",Negative
"['sosok', 'ndeso']",Neutral
"['unpopular', 'opinion', 'gue', 'ngga', 'peduli', 'kepala', 'daerah', 'dtg', 'dr']",Negative
"['tenananiso', 'oh', 'rame', 'up', 'politik', 'dinasti', 'ngga', 'cm', 'mas', 'gibran', 'maju']",Positive
"['ngga', 'bahas', 'peduli', 'politik']",Positive
['konflik'],Positive
"['ngga', 'korupsi', 'kerja', 'sat', 'set', 'layan', 'warga']",Negative
"['psi', 'ngga', 'konsisten', 'nilai', 'tolak', 'politik', 'dinasti', 'usung', 'kaesang', 'sah', 'hak', 'konstitusional', 'tapiii', 'ngga', 'bener', 'peduli', 'depok', 'kaesang', 'alat', 'pansos', 'tuk', 'suara']",Positive
"['medan', 'serba', 'salah', 'tahana', 'ngga', 'kerja', 'kesan', 'gada', 'peduli']",Negative
"['salah', 'keluarga', 'terjun', 'politik', 'duduk', 'kursi', 'jabat', 'ngga', 'edukasi', 'masy', 'pilih', 'engga', 'ngga', 'gebrak', 'peduli', 'calon', 'lu', 'dukung', 'dinasti', 'politik']",Positive
"['ajar', 'emang', 'om', 'fahri', 'tahan', 'batas', 'ngga', 'ajar', 'calon', 'walkot', 'presiden', 'udah', 'politik', 'dinasti', 'dukung']",Positive
"['ngga', 'peduli', 'politik', 'dinasti', 'gimana', 'maksud', 'fahri']",Negative
"['dukung', 'bobbygibranwassalam', 'byeno', 'matter', 'what', 'politik', 'dinasti']",Positive
"['sender', 'ngga', 'peduli']",Negative
"['didu', 'huahahadulu', 'tuduh', 'ahy', 'jg', 'jelasin']",Positive
"['ah', 'bahaya', 'dinasti', 'politik', 'gin']",Negative
"['berisik', 'politik', 'dinasti', 'anak', 'presiden', 'banten', 'bertahuntahun', 'dinasti', 'ngga', 'senggol', 'oiya', 'lupa']",Positive
"['poin', 'ngga', 'nangkep', 'twit', 'mbak', 'veronika', 'pengaruh', 'opini', 'publik', 'hindar', 'politik', 'dinastialihalih', 'sikap', 'fatalistik', 'taruh', 'rakyat', 'twitmu', 'le']",Negative
"['sep', 'jengah', 'politik', 'dinasti', 'edukasi', 'rakyat', 'ngga', 'milihlah', 'butuh', 'biaya', 'mas', 'dr', 'pd', 'duit', 'beli', 'rumah', 'klaten', 'mending', 'kampanye', 'rakyat', 'klaten', 'ngga', 'milih', 'keluarga']",Positive
"['runtuh', 'dinasti', 'politik', 'klaten', 'didik', 'politik', 'sadar', 'muda', 'ambil', 'peran', 'dinasti', 'ngrusak', 'alam', 'deles', 'indah', 'izin', 'tambang', 'pasir', 'klaten']",Negative
"['udah', 'simple', 'iya', 'psi', 'dukung', 'politik', 'dinastitidak', 'peduli', 'keluarga', 'jokowi', 'megawatiselama', 'warga', 'nkri', 'dukung', 'politik', 'dinasti', 'udah', 'simple', 'banget']",Positive
"['ngga', 'dinasti', 'politik', 'maju', 'pilih', 'erti', 'kondisi', 'kota', 'pimpin', 'bukti', 'ngga', 'peduli', 'kota', 'ngga', 'pake', 'aji', 'mumpung']",Negative
"['orang', 'olah', 'lupa']",Negative
"['bener', 'mas', 'andhika', 'klaten', 'politik', 'dinasti', 'mbuleet']",Positive
"['gue', 'ngga', 'peduli', 'bijak', 'metro']",Negative
"['unekunek', 'fix', 'gaya', 'bgt', 'baca', 'lo', 'gilir', 'kuliah', 'bispol', 'ngga', 'peduli', 'gt', 'dinasti', 'politik']",Negative
"['gaya', 'bgt', 'baca', 'lo', 'gilir', 'kuliah', 'bispol', 'ngga', 'peduli', 'gt', 'dinasti', 'politik', 'ekonomi', 'bisnis', 'ri', 'wibisono']",Negative
['fulltext'],Neutral
"['sebenernya', 'gapeduli', 'politik', 'dinasti']",Negative
"['seyuyurnya', 'gapeduli', 'politik', 'dinasti', 'negara', 'emang', 'udah', 'politik', 'dinasti', 'pasca', 'reformasi', 'subur', 'politik', 'dinasti', 'cuman', 'ganti', 'aktor']",Negative
"['dukung', 'penuh', 'ganjar', 'gapeduli', 'ama', 'dinasti', 'politik', 'kaya', 'gin']",Positive
"['ardi', 'fitnah']",Neutral
"['tubagus', 'chaeri', 'wardana', 'sampe', 'penjara', 'gapeduli', 'orang', 'dapur', 'ruang', 'napi', 'picu', 'bakar', 'bahaya', 'dinasti', 'politik', 'banten', 'jahat']",Negative
['fulltext'],Neutral
"['mw', 'paslon', 'acak', 'sistem', 'ngga', 'mw', 'paslom', 'hidup', 'praktik', 'dinasti', 'politik', 'tingkat', 'pusat', 'gpp', 'pks']",Positive
"['dancooookkkkkk', 'gpp', 'wis', 'saiki', 'mikir', 'ganjar', 'mahfud', 'ae', 'ben', 'menang', 'piye', 'mugo', 'masyarakat', 'indonesia', 'paham', 'arti', 'dinasti', 'politik']",Positive
"['ngga', 'beres', 'paslon', 'red', 'flag']",Negative
"['kyknya', 'hr', 'dah', 'dah', 'bkn', 'mas']",Neutral
"['hasyim', 'djojohadikusumo', 'keras', 'terpa', 'isu', 'politik', 'dinasti', 'kerja', 'beres', 'gpp']",Positive
"['lha', 'iya', 'masyarakat', 'nilai', 'kau', 'bangun', 'dinasti', 'politik']",Positive
"['pro', 'dinasti', 'politik', 'gpp', 'kl', 'ad', 'dinasti', 'politik', 'lg', 'hemmmmmh', 'reformasi', 'nyata', 'bkn', 'negara']",Negative
"['gpp', 'dinasti', 'politik', 'bener', 'kerja']",Positive
"['mending', 'sm', 'gibran', 'dah', 'politik', 'dinasti', 'gpp']",Positive
"['politik', 'dinasti', 'anj', 'bf', 'gpp', 'gibran', 'ganteng', 'gf']",Positive
"['tweet', 'gpp', 'jabat', 'bpknya', 'kenang', 'indah', 'lupa', 'sejarah', 'indonesia', 'rayaada', 'politik', 'dinastidah', 'gitu']",Positive
"['harap', 'dukung', 'anis', 'orang', 'pikir', 'dinasti', 'ganjar', 'menang', 'dinasti', 'pdip', 'prabowo', 'menang', 'dinasti', 'jokowi', 'pdip', 'pilih', 'pimpin', 'versi']",Positive
"['anakkolong', 'puan', 'ketua', 'dpr']",Neutral
"['gpp', 'msk', 'kcoa', 'dripd', 'msk', 'dinasti', 'politik']",Neutral
"['nepo', 'baby', 'wkwkwk', 'gue', 'politik', 'strategis', 'mo', 'politik', 'dinasti', 'ala', 'iya', 'kompeten', 'mah', 'gpp', 'gue', 'ngga', 'prestasi', 'dah', 'terima', 'kasih', 'periode']",Positive
['gpp'],Neutral
"['udah', 'perintah', 'korupsi', 'sebenernya', 'gpp', 'dinasti', 'dinasti', 'an']",Positive
"['gpp', 'sesuai', 'butuh', 'jaman']",Negative
"['gpp', 'kl', 'anak', 'puan', 'ketua', 'dprd', 'suami', 'tri', 'gubernur', 'kolusi', 'dinasti', 'politik', 'disamain', 'ama', 'pa', 'lurah', 'anak', 'mantu', 'kepala', 'daerah', 'pas', 'pa', 'lurah', 'presiden']",Positive
"['nuduh', 'gibran', 'keluarga', 'presiden', 'jokowi', 'politik', 'dinasti']",Positive
"['kecewa', 'ngga', 'sesuai', 'harap', 'milih', 'jokowi', 'partai', 'gpp', 'blio', 'mslh', 'dinasti', 'politik', 'laku']",Negative
"['politik', 'dinasti', 'gpp']",Neutral
['gpp'],Neutral
"['tweet', 'kl', 'ps', 'politik', 'dinasti', 'kl', 'gp', 'gpp', 'wkwkwkwk']",Negative
"['kl', 'indonesia', 'maju', 'gpp', 'la', 'bang', 'mo', 'dinasti', 'politik', 'kek', 'ato', 'ngga', 'kek']",Positive
"['gue', 'orang', 'hak', 'pilih', 'klu', 'jabat', 'gue', 'sepakat', 'politik', 'dinasti', 'lawan', 'gibran', 'kaesang', 'bobi', 'dll', 'tri', 'ato', 'plt', 'gpp', 'politik', 'dinasti']",Positive
"['jokowi', 'be', 'like', 'makan', 'putus', 'mahkamah', 'keluarga']",Positive
"['efek', 'pecah', 'kongsi', 'gin', 'denny', 'nyata', 'simpatisan', 'banteng', 'tegak', 'lurus', 'jokowi', 'serang', 'dinasti', 'politik', 'emang', 'udah', 'sesuai', 'atur', 'gpp', 'kontrol', 'tetep', 'rakyat', 'kecuali', 'bukti', 'korupsi', 'men']",Positive
"['mk', 'tuju', 'batas', 'umur', 'pencaprescawapresan']",Positive
"['yaa', 'gpp', 'idola', 'rakyat', 'dinasti', 'politik']",Positive
"['bahrawi', 'gpp', 'jg', 'main', 'catur', 'politik', 'tonjol', 'demokrasi', 'dinasti', 'main']",Neutral
"['ar', 'golkar', 'sm', 'pks', 'partai', 'basisny', 'kader', 'ideologi', 'dinasti', 'pan', 'sm', 'ppp', 'pikir', 'psi', 'eh', 'trnyta', 'dinasti', 'jokowi', 'gpp', 'jg', 'politik', 'ngga', 'ad', 'salah', 'selera', 'mw', 'coblos']",Positive
"['ngatain', 'ahy', 'tum', 'demokrat']",Neutral
"['didu', 'hahaha', 'gpp', 'contoh', 'ajar', 'politik', 'dinasti']",Neutral
"['ngomong', 'dinasti', 'politik']",Neutral
"['bravob', 'inti', 'ttp', 'gpp', 'dinasti', 'politik']",Negative
"['shelby', 'gpp', 'dinasti', 'politik', 'kerja', 'bagus', 'gtu']",Positive
"['tp', 'beda', 'kartu', 'kelurgajadi', 'gpp', 'dongitu', 'politik', 'dinasti']",Neutral
"['tolak', 'politik', 'dinasti', 'dinasti', 'orang', 'dinasti', 'jokowi', 'gpp', 'partai', 'tegak', 'lurus', 'jokowi', 'laku']",Positive
"['gibran', 'politik', 'dinasti']",Neutral
"['ngaku', 'gpp', 'politik', 'dinasti', 'calon', 'pimpin', 'capable', 'tunjukin', 'prestasi', 'kliatan', 'pinter', 'dikit', 'drpada', 'statemen', 'paradox', 'pangkat']",Positive
"['no', 'gpp', 'bang', 'rang', 'pdip', 'udah', 'beda', 'kk', 'politik', 'dinasti']",Positive
['bebas'],Positive
"['keluarga', 'ratu', 'atut', 'jabat', 'ngga', 'bener', 'dinasti', 'politik', 'gin', 'rusak', 'demokrasi', 'keluarga', 'jokowi', 'jabat', 'susul', 'anak', 'bungsu', 'ngebet', 'jabat', 'gpp', 'hak', 'politik', 'suka', 'pilih']",Positive
"['achmadi', 'dinasti', 'politik']",Neutral
"['mardial', 'jokowi', 'tolak', 'politik', 'dinasti', 'dinasti', 'wajar', 'gpp', 'salah', 'salah']",Negative
"['gpp', 'hak', 'politik', 'pulang', 'pd', 'rakyat', 'kl', 'rakyat', 'suka', 'percaya', 'silah', 'pilih', 'kl', 'ngga', 'suka', 'ngga', 'pilih', 'tangan', 'rakyat', 'gara', 'presiden', 'hak', 'politik', 'anak', 'kebiri', 'kecuali', 'jokowi', 'anak']",Positive
"['ngga', 'jokowi', 'keluarga', 'politik', 'dinasti', 'dukung']",Positive
"['id', 'iya', 'jg']",Positive
"['gilir', 'orba', 'politik', 'dinasti', 'komplain', 'lu']",Negative
"['orang', 'udah', 'sepuh', 'cawe', 'urus', 'politik', 'negara', 'tuju', 'murni', 'maju', 'bangsa', 'negara', 'gpp', 'lha', 'tuju', 'langgeng', 'jaya', 'dinasti', 'bisnis', 'doang', 'maruk', 'bener', 'dah', 'ngga', 'inget', 'mati']",Positive
"['tweet', 'dinasti', 'bibit', 'bobot', 'gpp', 'knapa', 'apriori', 'langsung', 'negative', 'thinking', 'yak', 'background', 'ortu', 'diikutin', 'anak', 'bidang']",Negative
"['maksud', 'gue']",Positive
"['hijau', 'tolak', 'politik', 'dinasti', 'dinasti', 'gpp']",Negative
"['tweet', 'politik', 'dinasti', 'donk', 'gpp']",Positive
"['elct', 'achmadi', 'inti', 'pokok', 'gpp', 'anak', 'menantu', 'politik', 'dinasti', 'bajjer']",Positive
"['pertamina', 'rugi', 'pln', 'rugi', 'kcic', 'ngga', 'rel', 'lintas', 'kalimantan', 'mangkrak', 'bandara', 'kertajati', 'mangkrak', 'ikn', 'ngga', 'rusa', 'lingkung', 'tambang', 'sawit', 'anak', 'mantu', 'walkot', 'tp', 'anti', 'politik', 'dinasti', 'gpp', 'ho']",Negative
"['didu', 'gpp', 'orang', 'indonesia', 'byk', 'suka', 'dinasti', 'politik', 'budaya', 'priyayi', 'mmg', 'hasil', 'budaya', 'nasional', 'rakyat', 'kt', 'suka', 'orang', 'miskin']",Positive
"['gpp', 'dinasti', 'pegang', 'salah', 'gedung', 'kampus', 'mah', 'kebal', 'politik', 'ye', 'ngga']",Positive
"['pecat', 'gpp', 'njing', 'ketimbang', 'presiden', 'pajang']",Neutral
"['saran', 'ganti']",Neutral
['gpp'],Positive
"['gpp', 'jg', 'pdip', 'ngotot', 'ngajuin', 'puan', 'capres', 'kayak', 'batas', 'capres']",Positive
"['wahhh', 'ntar', 'dinasti', 'politik', 'gpp', 'dah', 'anak', 'ganjar', 'nerusin', 'gubernur', 'jateng', 'swag']",Positive
"['kl', 'rakyat', 'pilih', 'salahnyadinasti', 'politik', 'gpp', 'maju', 'bangsa', 'ngiri', 'kelg', 'jokowi']",Positive
"['selagi', 'kompeten', 'gpp', 'kpnpun', 'anggap', 'politik', 'dinasti', 'sllu', 'mah', 'kompeten', 'nggknya']",Positive
"['ngga', 'hadir', 'jg', 'gpp']",Negative
"['gpp', 'pro', 'dinasti', 'politik', 'cakep', 'good', 'looking']",Positive
"['gasuka', 'politik', 'dinasti', 'dinasti', 'dinasti', 'gpp']",Positive
"['ratu', 'atut', 'keluarga', 'dominasi', 'politik', 'banten']",Positive
"['dinasti', 'maen', 'politik', 'uang', 'serang', 'fajar', 'gpp', 'arti', 'emg', 'rakyat', 'milihnya', 'doi']",Negative
"['gpp', 'ngga', 'politik', 'dinasti']",Neutral
"['gpp', 'kaget']",Positive
"['gpp', 'dinasti', 'politik']",Neutral
"['rusak', 'liga', 'inggris', 'gpp']",Negative
"['asn', 'ri', 'mending', 'libur', 'gih', 'negeri']",Positive
"['politik', 'dinasti', 'gpp', 'bu', 'pasang', 'musuh', 'baya', 'dualisme']",Negative
"['ngga', 'ekang', 'menteri', 'menteri', 'layan', 'tka', 'china', 'sgt', 'kasih', 'libur', 'wuhan', 'china']",Positive
"['gue', 'benci', 'politik', 'dinasti', 'suara', 'hadap', 'sby', 'suara', 'jkw', 'tegak', 'prinsip']",Negative
"['wawancara', 'sulit', 'pikir']",Neutral
"['pari', 'wawancara', 'sulit', 'pikir']",Neutral
"['udah', 'gpp', 'gibran']",Positive
"['heheheedinasti', 'politik', 'gpppaling', 'dlm', 'partai', 'doankkyk', 'bantengkl', 'masuk', 'dinasti', 'kuasa', 'sperti', 'gubernur', 'tangerang', 'yllitu', 'bahaya']",Positive
"['teriak', 'anti', 'dinasti', 'politik', 'cuman', 'jabat', 'komisaris', 'gpp', 'dinasti', 'politik', 'didukungintinya', 'bela', 'desi', 'salah', 'jalan']",Negative
"['klau', 'pikir']",Neutral
"['ri', 'partai', 'ngga', 'bin', 'haram', 'politik', 'dinasti', 'hancur', 'citra', 'partai', 'juang', 'laku', 'politik', 'dinasti', 'gpp', 'calon', 'kepala', 'daerah', 'kualitas']",Negative
"['meleset', 'bro', 'perrnah', 'bro']",Negative
"['id', 'pks', 'nyurung', 'gibran', 'sjk']",Negative
"['arti', 'gpp', 'pimpin', 'jilat', 'ludah', 'politik', 'dinasti', 'demokrasi', 'sehat', 'gpp', 'rebak', 'indonesia']",Negative
[],Neutral
"['orang', 'alergi', 'politik', 'dinasti', 'gpp', 'masyarakat', 'sukses', 'milu', 'lupa', 'menang', 'udah', 'tebak', 'pokok', 'golput', 'riah']",Positive
"['sah', 'sah', 'pas', 'gitu', 'kritik', 'ttg', 'dinasti', 'politik', 'bang', 'gpp', 'mumpung']",Negative
"['nganggep', 'dinasti', 'politik', 'gpp', 'rakyat', 'sejahtera']",Positive
"['baca', 'berita']",Neutral
"['maksud', 'politik', 'dinasti', 'psi', 'anak', 'mantu', 'kadi', 'tri', 'kepala', 'daerah', 'mah', 'gpp', 'terima', 'kasih', 'psi']",Positive
"['gpp', 'contoh']",Positive
"['politik', 'dinasti', 'gpp']",Neutral
"['dinasti', 'politikgppkecuali', 'ahy', 'ngga']",Neutral
['ngga'],Negative
"['politik', 'dinasti', 'hancur', 'turun', 'mumpuni', 'gpp']",Positive
"['knp', 'politis', 'baper', 'gin', 'duduk', 'dpr', 'ri', 'hina', 'trump', 'uda', 'mewek', 'gerindra', 'politik', 'dinasti', 'gpp', 'tp', 'cari', 'tangguh', 'dikit', 'cewe', 'tangguh']",Neutral
"['gpp', 'emang']",Positive
"['tp', 'dinasti', 'bener', 'pro', 'rkyt', 'negarawan', 'gpp', 'kalik']",Positive
['fulltext'],Neutral
"['sejarah', 'hina', 'berahir', 'hina', 'bela']",Negative
"['demokrasi', 'ngga', 'istilah', 'politik', 'dinasti', 'rakyat', 'pilih']",Neutral
"['beneran', 'miris', 'banget']",Negative
"['dinasti', 'politik', 'utama', 'mk', 'malu', 'bukti', 'gibran', 'boby', 'nyalon', 'walikota', 'polemik', 'bahan', 'nyinyir']",Negative
"['gm', 'takut', 'muak', 'muak', 'liat', 'ketua', 'mk', 'presiden', 'ngga', 'njaga', 'kode', 'etik']",Positive
"['buzzernya', 'ganjar', 'riiibeeet', 'banget', 'dinasti', 'politik', 'bla', 'bla', 'bla', 'mah', 'kereta', 'gara', 'transaksional', 'macet', 'jalan']",Negative
"['lihat', 'penghianat', 'politik', 'bangun', 'dinasti']",Neutral
"['negara', 'paksa', 'politik', 'dinasti', 'solo', 'aparat', 'negar', 'kerah', 'milih', 'anak', 'presiden']",Positive
"['dampak', 'lo', 'sibuk', 'langgeng', 'kuas', 'politik', 'dinasti']",Neutral
"['ngga', 'neo', 'orba', 'politik', 'dinasti', 'gitu', 'kah', 'bang']",Positive
"['jcayah', 'politik', 'dinasti', 'pilih', 'udah', 'goblok', 'rakyat', 'indonesia']",Negative
"['anak', 'muda']",Neutral
"['woi', 'zonk']",Positive
"['politik', 'dinasti', 'era', 'modern', 'hubung', 'darah']",Neutral
"['indo', 'politik', 'dinasti', 'mk', 'bobrok', 'gin', 'model']",Neutral
"['persetan', 'gemoy']",Negative
['paham'],Neutral
"['roman', 'dukung', 'politik', 'dinasti', 'neh']",Positive
"['roman', 'ad', 'jdi', 'dukung', 'politik', 'dinasti']",Positive
"['politik', 'dinasti', 'tu', 'bro']",Neutral
"['sngt', 'sayang']",Negative
"['jg', 'salah', 'alas', 'knp', 'mukidi', 'hrs', 'jegal', 'anies', 'bangun', 'dinasti', 'politik', 'kuasa']",Neutral
"['ahy', 'dinasti', 'partai', 'politik', 'tum']",Positive
"['rakyat', 'waras', 'negara', 'tolak', 'politik', 'dinasti']",Negative
"['politik', 'dinasti', 'proses', 'elegan', 'pilih', 'langsung', 'masyarakat', 'proses', 'cacat', 'beda', 'judul']",Negative
"['jual', 'sederhana', 'jokowi', 'tuduh', 'politik', 'dinasti', 'khianat', 'konstitusi']",Positive
"['dinasti', 'politik', 'jurus']",Positive
"['jsp', 'teriak', 'ubah', 'keberanjutan', 'usung', 'antek', 'orba', 'dinasti', 'politik', 'jokowi']",Neutral
['tolol'],Negative
"['politik', 'dinasti', 'ban']",Positive
"['sepakat', 'butuh', 'tokoh', 'muda']",Positive
"['startup', 'kompleks']",Neutral
"['kieraha', 'bahrawi', 'menjabatanak', 'calon', 'cawapresitu', 'nama', 'nepotismepolitik', 'dinasti']",Neutral
['so'],Neutral
"['id', 'tanda', 'bangkit', 'politik', 'dinasti', 'nepotisme', 'mantab']",Positive
"['polemik', 'dinasti', 'politik', 'gus', 'dur']",Neutral
"['polemik', 'dinasti', 'politik', 'gus', 'dur']",Neutral
"['rupiah', 'anjlok', 'sin', 'tegak', 'lurus', 'jokowi', 'gibran', 'bobby', 'walkot']",Negative
"['astaghfirullah', 'tragis', 'nasib', 'bangsa']",Negative
"['psi', 'politik', 'dinasti']",Neutral
"['pilih', 'amin', 'emang', 'diterusin', 'hutang']",Positive
"['juang', 'ombak', 'isu', 'dinasti', 'politik', 'sengkarut', 'mk', 'skrg', 'mjd', 'domain', 'bantah', 'paslon', 'psgr', 'gama', 'ngga', 'pancing', 'byk', 'nimbru']",Negative
"['tuju', 'tsb']",Neutral
"['orang', 'adab', 'ngga', 'konstitusi', 'kangkang']",Positive
"['mahasiswa', 'semarang', 'gelar', 'demo', 'tolak', 'politik', 'dinasti', 'presiden', 'jokowi']",Positive
"['ditakutin', 'politik', 'dinasti']",Neutral
"['selamat', 'politik', 'dinasti', 'kau', 'bangun']",Neutral
